1,Bell,2017,59,57,2,0,0,0,0,74,46,37,0,0,59,0,0,0
2,Bexar,2017,90,75,14,0,1,0,0,156,61,42,0,3,48,0,39,0
3,Bowie,2017,90,83,7,0,0,0,0,60,49,29,0,0,0,0,90,0
4,Brazoria,2017,31,31,0,0,0,0,0,46,42,37,0,1,30,0,0,0
5,Brewster,2017,87,80,7,0,0,0,0,67,50,41,0,0,87,0,0,0
6,Cameron,2017,59,58,1,0,0,0,0,54,44,33,0,0,59,0,0,0
7,Collin,2017,59,58,1,0,0,0,0,67,43,31,0,0,59,0,0,0
8,Dallas,2017,59,57,2,0,0,0,0,67,44,34,0,19,40,0,0,0
9,Denton,2017,59,52,7,0,0,0,0,77,53,37,0,1,40,0,18,0
10,Ector,2017,47,47,0,0,0,0,0,45,36,15,0,0,0,0,47,0
11,El Paso,2017,90,63,25,1,1,0,0,154,67,45,0,24,41,0,25,0
12,Ellis,2017,59,48,11,0,0,0,0,75,54,38,0,3,28,0,28,0
13,Fayette,2017,59,55,4,0,0,0,0,55,45,22,0,0,0,0,59,0
14,Galveston,2017,31,30,1,0,0,0,0,51,45,34,0,0,27,0,4,0
15,Gregg,2017,90,88,2,0,0,0,0,74,44,35,0,3,86,1,0,0
16,Harris,2017,90,72,18,0,0,0,0,66,55,41,0,15,33,0,42,0
17,Harrison,2017,90,81,9,0,0,0,0,94,51,38,0,0,55,0,35,0
18,Hidalgo,2017,59,46,13,0,0,0,0,77,60,37,0,0,39,0,20,0
19,Hood,2017,59,59,0,0,0,0,0,47,42,32,0,0,59,0,0,0
20,Hunt,2017,59,58,1,0,0,0,0,58,42,33,0,0,59,0,0,0
21,Jefferson,2017,90,60,28,2,0,0,0,106,76,43,0,0,46,25,19,0
22,Johnson,2017,57,55,2,0,0,0,0,87,45,38,0,0,57,0,0,0
23,Kaufman,2017,59,53,6,0,0,0,0,62,54,36,0,0,38,0,21,0
24,Kleberg,2017,55,45,10,0,0,0,0,64,55,35,0,0,0,0,55,0
25,Maverick,2017,52,44,8,0,0,0,0,79,55,28,0,0,0,0,52,0
26,McLennan,2017,59,56,3,0,0,0,0,58,45,34,0,2,45,0,12,0
27,Montgomery,2017,31,30,1,0,0,0,0,64,45,36,0,0,27,0,4,0
28,Navarro,2017,59,47,11,1,0,0,0,121,58,39,0,0,34,8,17,0
29,Nueces,2017,59,45,14,0,0,0,0,80,60,43,0,0,31,0,28,0
30,Orange,2017,90,75,15,0,0,0,0,96,55,36,0,0,45,14,31,0
31,Parker,2017,59,59,0,0,0,0,0,46,40,32,0,0,59,0,0,0
32,Polk,2017,59,59,0,0,0,0,0,50,44,32,0,0,59,0,0,0
33,Potter,2017,59,52,5,2,0,0,0,110,67,15,0,0,0,13,46,0
34,Randall,2017,58,58,0,0,0,0,0,46,44,38,0,0,58,0,0,0
35,Rockwall,2017,53,53,0,0,0,0,0,49,41,30,0,0,53,0,0,0
36,Smith,2017,90,86,4,0,0,0,0,90,45,36,0,5,85,0,0,0
37,Tarrant,2017,59,51,8,0,0,0,0,74,54,40,0,8,29,0,22,0
38,Travis,2017,59,51,8,0,0,0,0,75,58,40,0,7,31,0,21,0
39,Victoria,2017,58,57,1,0,0,0,0,51,44,35,0,0,58,0,0,0
40,Webb,2017,59,47,12,0,0,0,0,87,59,38,0,0,15,0,44,0
