1,Bell,2014,364,305,57,2,0,0,0,112,64,39,0,0,364,0,0,0
2,Bexar,2014,365,203,156,6,0,0,0,136,75,48,0,5,182,0,177,1
3,Bowie,2014,117,88,29,0,0,0,0,72,58,39,0,0,0,0,117,0
4,Brazoria,2014,365,330,31,3,1,0,0,174,50,32,0,3,362,0,0,0
5,Brewster,2014,362,315,47,0,0,0,0,84,53,40,0,0,309,0,53,0
6,Cameron,2014,365,251,114,0,0,0,0,99,66,43,0,0,131,0,234,0
7,Collin,2014,361,299,57,5,0,0,0,143,61,37,0,0,361,0,0,0
8,Dallas,2014,365,215,146,4,0,0,0,106,71,47,0,29,135,0,198,3
9,Denton,2014,365,244,108,12,1,0,0,156,79,42,0,4,260,0,101,0
10,Ector,2014,365,307,58,0,0,0,0,87,56,33,0,0,0,0,365,0
11,El Paso,2014,365,183,173,8,1,0,0,158,79,50,0,25,154,0,178,8
12,Ellis,2014,365,258,107,0,0,0,0,97,61,43,0,3,187,0,175,0
13,Fayette,2014,352,304,48,0,0,0,0,88,53,30,0,0,0,0,352,0
14,Galveston,2014,365,293,68,4,0,0,0,119,58,39,0,1,247,1,115,1
15,Gregg,2014,365,335,27,3,0,0,0,120,49,34,0,4,348,13,0,0
16,Harris,2014,365,162,195,7,1,0,0,151,77,53,0,20,96,2,226,21
17,Harrison,2014,365,297,67,1,0,0,0,101,56,38,0,0,196,0,169,0
18,Hidalgo,2014,365,271,94,0,0,0,0,88,63,39,0,0,121,0,241,3
19,Hood,2014,364,314,46,2,2,0,0,164,61,36,0,0,364,0,0,0
20,Hunt,2014,362,338,24,0,0,0,0,80,49,35,0,3,359,0,0,0
21,Jefferson,2014,365,234,128,3,0,0,0,133,67,45,0,0,165,29,171,0
22,Johnson,2014,361,307,50,4,0,0,0,129,61,36,0,0,361,0,0,0
23,Kaufman,2014,362,295,66,1,0,0,0,102,58,40,0,1,224,2,135,0
24,Kleberg,2014,343,277,66,0,0,0,0,99,59,32,0,0,0,0,343,0
25,Maverick,2014,337,255,82,0,0,0,0,79,59,36,0,0,0,0,337,0
26,McLennan,2014,365,296,68,1,0,0,0,105,61,41,1,4,222,0,138,0
27,Montgomery,2014,365,258,103,4,0,0,0,133,64,43,0,1,207,0,157,0
28,Navarro,2014,364,273,91,0,0,0,0,93,59,41,0,2,195,7,160,0
29,Nueces,2014,365,260,104,1,0,0,0,105,63,42,0,0,164,0,200,1
30,Orange,2014,365,300,62,3,0,0,0,129,57,38,0,3,206,0,156,0
31,Parker,2014,354,298,49,7,0,0,0,126,61,37,0,0,354,0,0,0
32,Polk,2014,330,316,12,2,0,0,0,112,45,32,0,0,330,0,0,0
33,Potter,2014,365,345,19,1,0,0,0,120,44,24,0,0,0,18,347,0
34,Randall,2014,354,291,63,0,0,0,0,93,58,41,0,0,354,0,0,0
35,Rockwall,2014,360,314,45,1,0,0,0,105,54,36,0,0,360,0,0,0
36,Smith,2014,365,329,36,0,0,0,0,100,50,34,0,2,363,0,0,0
37,Tarrant,2014,365,232,118,14,1,0,0,156,74,44,0,20,204,0,140,1
38,Travis,2014,365,249,116,0,0,0,0,97,67,44,0,11,184,0,169,1
39,Victoria,2014,358,340,18,0,0,0,0,93,45,30,0,0,358,0,0,0
40,Webb,2014,365,257,108,0,0,0,0,82,62,43,3,0,107,0,253,2
